LangID,CountryID,Name
glg,ES,Galician
glh,AF,"Pashai, Northwest"
gli,SB,Guliguli
glj,TD,Gula Iro
glk,IR,Gilaki
gll,AU,Garlali
glo,NG,Galambu
glr,LR,Glaro-Twabo
glu,TD,Gula
glv,IM,Manx
glw,NG,Glavda
gly,SD,Gule
gma,AU,Gambera
gmb,SB,Gula’alaa
gmd,NG,Mághdì
gmg,PG,Magiyi
gmm,CM,Gbaya-Mbodomo
gmn,CM,Gimnime
gmu,PG,Gumalu
gmv,ET,Gamo
gmx,TZ,Magoma
gmz,NG,Mgbolizhia
gna,BF,Kaansa
gnb,IN,Gangte
gnd,CM,Zulgo-Gemzek
gne,NG,Ganang
gng,TG,Ngangam
gnh,NG,Lere
gni,AU,Gooniyandi
gnl,AU,Gangulu
gnm,PG,Ginuman
gnn,AU,Gumatj
gno,IN,"Gondi, Northern"
gnq,MY,Gana
gnr,AU,Gureng Gureng
gnt,PG,Guntai
gnu,PG,Gnau
gnw,BO,"Guaraní, Western Bolivian"
gnz,CF,Ganzi
goa,CI,Guro
gob,CO,Playero
goc,PG,Gorakor
god,CI,Godié
goe,BT,Gongduk
gof,ET,Gofa
gog,TZ,Gogo
goi,PG,Gobasi
goj,IN,Gowlan
gok,IN,Gowli
gol,LR,Gola
gom,IN,"Konkani, Goan"
goo,FJ,Gone Dau
gop,ID,Yeretuar
goq,ID,Gorap
gor,ID,Gorontalo
gos,NL,Gronings
gou,CM,Gavar
gow,TZ,Gorowa
gox,CD,Gobu
goy,TD,Goundo
goz,IR,Gozarkhani
gpa,NG,Gupa-Abawa
gpe,GH,Ghanaian Pidgin English
gpn,PG,Taiap
gqa,NG,Ga’anda
gqi,CN,Guiqiong
gqn,BR,Guana
gqr,TD,Gor
gqu,CN,Qau
gra,IN,"Garasia, Rajput"
grc,GR,"Greek, Ancient"
grd,NG,Guruntum-Mbaaru
grg,PG,Madi
grh,NG,Gbiri-Niragu
gri,SB,Ghari
grj,LR,"Grebo, Southern"
grm,MY,Kota Marudu Talantang
gro,CN,Groma
grq,PG,Gorovu
grr,DZ,Taznatit
grs,ID,Gresi
grt,IN,Garo
gru,ET,Kistane
grv,LR,"Grebo, Central"
grw,PG,Gweda
grx,PG,Guriaso
gry,LR,"Grebo, Barclayville"
grz,PG,Guramalum
gse,GH,Ghanaian Sign Language
gsg,DE,German Sign Language
gsl,SN,Gusilay
gsm,GT,Guatemalan Sign Language
gsn,PG,Nema
gso,CF,"Gbaya, Southwest"
gsp,PG,Wasembo
gss,GR,Greek Sign Language
gsw,CH,"German, Swiss"
gta,BR,Guató
gtu,AU,Aghu-Tharnggala
gua,NG,Shiki
gub,BR,Guajajára
guc,CO,Wayuu
gud,CI,"Dida, Yocoboué"
gue,AU,Gurinji
guf,AU,Gupapuyngu
gug,PY,"Guaraní, Paraguayan"
guh,CO,Guahibo
gui,BO,"Guaraní, Eastern Bolivian"
guj,IN,Gujarati
guk,ET,Gumuz
gul,US,Sea Island Creole English
gum,CO,Guambiano
gun,BR,"Guaraní, Mbyá"
guo,CO,Guayabero
gup,AU,Gunwinggu
guq,PY,Aché
gur,GH,Farefare
gus,GN,Guinean Sign Language
gut,CR,Maléku Jaíka
guu,VE,Yanomamö
guw,BJ,Gun
gux,BF,Gourmanchéma
guz,KE,Ekegusii
gva,PY,Guana
gvc,BR,Guanano
gve,PG,Duwet
gvf,PG,Golin
gvj,BR,Guajá
gvl,TD,Gulay
gvm,NG,Gurmana
gvn,AU,Kuku-Yalanji
gvo,BR,Gavião do Jiparaná
gvp,BR,"Gavião, Pará"
gvr,NP,Gurung
gvs,PG,Gumawana
gvy,AU,Guyani
gwa,CI,Mbato
gwb,NG,Gwa
gwc,PK,Kalami
gwd,ET,Gawwada
gwe,TZ,Gweno
gwf,PK,Gowro
gwg,NG,Moo
gwi,CA,Gwich’in
gwm,AU,Awngthim
gwn,NG,Gwandara
gwr,UG,Gwere
gwt,AF,Gawar-Bati
gwu,AU,Guwamu
gww,AU,Kwini
gwx,GH,Gua
gxx,CI,Wè Southern
gya,CF,"Gbaya, Northwest"
gyb,PG,Garus
gyd,AU,Kayardild
gye,NG,Gyem
gyf,AU,Gungabula
gyg,CF,Gbayi
gyi,CM,Gyele
gyl,ET,Gayil
gym,PA,Ngäbere
gyn,GY,Guyanese Creole English
gyr,BO,Guarayu
gyy,AU,Gunya
gza,SD,Ganza
gzi,IR,Gazi
gzn,ID,Gane
haa,US,Han
hab,VN,Hanoi Sign Language
hac,IR,Gurani
had,ID,Hatam
hae,ET,"Oromo, Eastern"
haf,VN,Haiphong Sign Language
hag,GH,Hanga
hah,PG,Hahon
haj,IN,Hajong
hak,CN,"Chinese, Hakka"
hal,VN,Halang
ham,PG,Hewa
han,TZ,Hangaza
hao,PG,Hakö
hap,ID,Hupla
haq,TZ,Ha
har,ET,Harari
has,CA,Haisla
hat,HT,Haitian Creole
hau,NG,Hausa
hav,CD,Havu
haw,US,Hawaiian
hax,CA,"Haida, Southern"
hay,TZ,Haya
haz,AF,Hazaragi
hba,CD,Hamba
hbb,NG,Nya Huba
hbn,SD,Heiban
hbo,IL,"Hebrew, Ancient"
hbu,TL,Habun
hca,IN,Andaman Creole Hindi
hch,MX,Huichol
hdn,CA,"Haida, Northern"
hds,HN,Honduras Sign Language
hdy,ET,Hadiyya
hea,CN,"Miao, Northern Qiandong"
heb,IL,Hebrew
hed,TD,Herdé
heg,ID,Helong
heh,TZ,Hehe
hei,CA,Heiltsuk
hem,CD,Hemba
her,NA,Herero
hgm,NA,Hai||om
hgw,PG,Haigwai
hhi,PG,Hoia Hoia
hhr,SN,Kerak
hhy,PG,Hoyahoya
hia,NG,Lamang
hib,PE,Hibito
hid,US,Hidatsa
hif,FJ,"Hindi, Fiji"
hig,NG,Kamwe
hih,PG,Pamosu
hii,IN,Hinduri
hij,CM,Hijuk
hik,ID,Seit-Kaitetu
hil,PH,Hiligaynon
hin,IN,Hindi
hio,BW,Tsoa
hir,BR,Himarimã
hiw,VU,Hiw
hix,BR,Hixkaryána
hji,ID,Haji
hka,TZ,Kahe
hke,CD,Hunde
hkk,PG,Hunjara-Kaina Ke
hks,HK,Hong Kong Sign Language
hla,PG,Halia
hlb,IN,Halbi
hld,VN,Halang Doan
hle,CN,Hlersu
hlt,MM,"Chin, Matu"
hma,CN,"Miao, Southern Mashan"
hmb,ML,"Songhay, Humburi Senni"
hmc,CN,"Miao, Central Huishui"
hmd,CN,"Miao, Large Flowery"
hme,CN,"Miao, Eastern Huishui"
hmf,VN,Hmong Don
hmg,CN,"Miao, Southwestern Guiyang"
hmh,CN,"Miao, Southwestern Huishui"
hmi,CN,"Miao, Northern Huishui"
hmj,CN,Ge
hml,CN,"Miao, Luopohe"
hmm,CN,"Miao, Central Mashan"
hmo,PG,"Motu, Hiri"
hmp,CN,"Miao, Northern Mashan"
hmq,CN,"Miao, Eastern Qiandong"
hmr,IN,Hmar
hms,CN,"Miao, Southern Qiandong"
hmt,PG,Hamtai
hmu,ID,Hamap
hmv,VN,Hmong Dô
hmw,CN,"Miao, Western Mashan"
hmy,CN,"Miao, Southern Guiyang"
hmz,CN,Sinicized Miao
hna,CM,Mina
hnd,PK,"Hindko, Southern"
hne,IN,Chhattisgarhi
hni,CN,Hani
hnj,LA,Hmong Njua
hnn,PH,Hanunoo
hno,PK,"Hindko, Northern"
hns,SR,"Hindustani, Sarnami"
hnu,LA,Hung
hoa,SB,Hoava
hob,PG,Mari
hoc,IN,Ho
hod,NG,Holma
hoe,NG,Horom
hoh,OM,Hobyót
hoi,US,Holikachuk
hoj,IN,Haroti
hol,AO,Holu
hom,SS,Homa
hoo,CD,Holoholo
hop,US,Hopi
hor,TD,Horo
hos,VN,Ho Chi Minh City Sign Language
hot,PG,Hote
hov,ID,Hovongan
how,CN,Honi
hoy,IN,Holiya
hoz,ET,Hozo
hpo,MM,Hpon
hps,US,Hawaii Sign Language
hra,IN,Hrangkhol
hrc,PG,Niwer Mil
hre,VN,Hre
hrk,ID,Haruku
hrm,CN,"Miao, Horned"
hro,VN,Haroi
hrp,AU,Nhirrpi
hrt,TR,Hértevin
hru,IN,Hruso
hrv,HR,Croatian
hrw,PG,Warwar Feni
hrx,BR,Hunsrik
hrz,IR,Harzani
hsb,DE,"Sorbian, Upper"
hsh,HU,Hungarian Sign Language
hsl,NG,Hausa Sign Language
hsn,CN,"Chinese, Xiang"
hss,OM,Harsusi
hti,ID,Hoti
hto,CO,"Huitoto, Minica"
hts,TZ,Hadza
htu,ID,Hitu
hub,PE,Wampís
hud,ID,Huaulu
hue,MX,"Huave, San Francisco del Mar"
huf,PG,Humene
hug,PE,Huachipaeri
huh,CL,Huilliche
hui,PG,Huli
huj,CN,"Miao, Northern Guiyang"
huk,ID,Hulung
hul,PG,Hula
hum,CD,Hungana
hun,HU,Hungarian
huo,CN,Hu
hup,US,Hupa
huq,CN,Tsat
hur,CA,Halkomelem
hus,MX,Huastec
hut,NP,Humla
huu,PE,"Huitoto, Murui"
huv,MX,"Huave, San Mateo del Mar"
huw,ID,Hukumina
hux,PE,"Witoto, Muinani"
huy,IL,Hulaulá
huz,RU,Hunzib
hvc,HT,Haitian Vodoun Culture Language
hve,MX,"Huave, San Dionisio del Mar"
hvk,NC,Haveke
hvn,ID,Hawu
hvv,MX,"Huave, Santa María del Mar"
hwa,CI,Wané
hwc,US,Hawai’i Pidgin
hwo,NG,Hwana
hya,CM,Hya
hye,AM,Armenian
iai,NC,Iaai
ian,PG,Iatmul
iar,PG,Purari
iba,MY,Iban
ibb,NG,Ibibio
ibd,AU,Iwaidja
ibe,NG,Akpes
ibg,PH,Ibanag
ibl,PH,Ibaloi
ibm,NG,Agoi
ibn,NG,Ibino
ibo,NG,Igbo
ibr,NG,Ibuoro
ibu,ID,Ibu
iby,NG,Ibani
ica,BJ,Ede Ica
ich,NG,Etkywan
icl,IS,Icelandic Sign Language
icr,CO,Islander Creole English
ida,KE,Luidakho-Luisukha-Lutirichi
idb,IN,Indo-Portuguese
idc,NG,Ajiya
idd,BJ,Ede Idaca
ide,NG,Idere
idi,PG,Idi
idr,SS,Indri
ids,NG,Idesa
idt,TL,Idaté
idu,NG,Idoma
ifa,PH,"Ifugao, Amganad"
ifb,PH,"Ifugao, Batad"
ife,TG,Ifè
iff,VU,Ifo
ifk,PH,"Ifugao, Tuwali"
ifm,CG,Teke-Fuumu
ifu,PH,"Ifugao, Mayoyao"
ify,PH,"Kallahan, Keley-i"
igb,NG,Ebira
ige,NG,Igede
igg,PG,Igana
igl,NG,Igala
igm,PG,Kanggape
ign,BO,Ignaciano
igo,PG,Isebe
igw,NG,Igwe
ihb,ID,Iha Based Pidgin
ihi,NG,Ihievbe
ihp,ID,Iha
iii,CN,Nuosu
iin,AU,Thiin
ijc,NG,Izon
ije,NG,Biseni
ijj,BJ,Ede Ije
ijn,NG,Kalabari
ijs,NG,"Ijo, Southeast"
ike,CA,"Inuktitut, Eastern Canadian"
iki,NG,Iko
ikk,NG,Ika
ikl,NG,Ikulu
iko,NG,Olulumo-Ikom
ikp,NG,Ikpeshi
ikr,AU,Ikaranggal
iks,CA,Inuit Sign Language
ikt,CA,Inuinnaqtun
ikv,NG,Iku-Gora-Ankwa
ikw,NG,Ikwere
ikx,UG,Ik
ikz,TZ,Ikizu
ila,ID,Ile Ape
ilb,ZM,Ila
ilg,AU,Garig-Ilgar
ili,CN,Ili Turki
ilk,PH,Ilongot
ilm,MY,Iranun
ilo,PH,Ilocano
ilp,PH,Iranun
ils,IT,International Sign
ilu,ID,Ili’uun
ilv,NG,Ilue
ima,IN,Mala Malasar
imi,PG,Anamgura
imn,PG,Imonda
imo,PG,Imbongu
imr,ID,Imroing
inb,CO,Inga
ind,ID,Indonesian
ing,US,Degexit’an
inh,RU,Ingush
inj,CO,"Inga, Jungle"
inl,ID,Indonesian Sign Language
inn,PH,Isinai
ino,PG,Inoke-Yate
inp,PE,Iñapari
ins,IN,Indian Sign Language
int,MM,Intha
inz,US,Ineseño
ior,ET,Inor
iou,PG,Tuma-Irumu
iow,US,Iowa-Oto
ipi,PG,Ipili
ipo,PG,Ipiko
iqu,PE,Iquitu
iqw,NG,Ikwo
ire,ID,Yeresiam
irh,ID,Irarutu
iri,NG,Irigwe
irk,TZ,Iraqw
irn,BR,Irántxe
irr,LA,Ir
iru,IN,Irula
irx,ID,Kamberau
iry,PH,Iraya
isa,PG,Isabi
isc,PE,Isconahua
isd,PH,Isnag
ise,IT,Italian Sign Language
isg,IE,Irish Sign Language
ish,NG,Esan
isi,NG,Nkem-Nkum
isk,AF,Ishkashimi
isl,IS,Icelandic
ism,ID,Masimasi
isn,TZ,Isanzu
iso,NG,Isoko
isr,IL,Israeli Sign Language
ist,HR,Istriot
isu,CM,Isu
ita,IT,Italian
itb,PH,"Itneg, Binongan"
itd,ID,"Tidung, Southern"
ite,BO,Itene
iti,PH,"Itneg, Inlaod"
itk,IT,Judeo-Italian
itl,RU,Itelmen
itm,NG,Itu Mbon Uzo
ito,BO,Itonama
itr,PG,Iteri
its,NG,Isekiri
itt,PH,"Itneg, Maeng"
itv,PH,Itawit
itw,NG,Ito
itx,ID,Itik
ity,PH,"Itneg, Moyadan"
itz,GT,Itza’
ium,CN,Iu Mien
ivb,PH,Ibatan
ivv,PH,Ivatan
iwk,PH,I-wak
iwm,PG,Iwam
iwo,ID,Morop
iws,PG,"Iwam, Sepik"
ixc,MX,Ixcatec
ixl,GT,Ixil
iya,NG,Iyayu
iyo,CM,Mesaka
iyx,CG,Yaka
izh,RU,Ingrian
izr,NG,Izere
izz,NG,Izii
jaa,BR,Jamamadí
jab,NG,Hyam
jac,GT,Jakalteko
jad,GN,Jahanka
jae,PG,Yabem
jaf,NG,Jara
jah,MY,Jah Hut
jaj,SB,Zazao
jak,MY,Jakun
jal,ID,Yalahatan
jam,JM,Jamaican Creole English
jan,AU,Jandai
jao,AU,Yanyuwa
jaq,ID,Yaqay
jas,NC,"Javanese, New Caledonian"
jat,AF,Inku
jau,ID,Yaur
jav,ID,Javanese
jax,ID,"Malay, Jambi"
jay,AU,Yan-nhangu
jaz,NC,Jawe
jbe,IL,Judeo-Berber
jbi,AU,Badjiri
jbj,ID,Arandai
jbk,PG,Barikewa
jbn,LY,Nafusi
jbr,ID,Jofotek-Bromnya
jbt,BR,Jabutí
jbu,CM,Jukun Takum
jbw,AU,Yawijibaya
jcs,JM,Jamaican Country Sign Language
jct,UA,Krimchak
jda,IN,Jad
jdg,PK,Jadgali
jdt,RU,Judeo-Tat
jeb,PE,Jebero
jee,NP,Jerung
jeg,LA,Jeng
jeh,VN,Jeh
jei,ID,Yei
jek,CI,Jeri Kuo
jel,ID,Yelmek
jen,NG,Dza
jer,NG,Jere
jet,PG,Manem
jeu,TD,Jonkor Bourmataguil
jgb,CD,Ngbee
jge,IL,Judeo-Georgian
jgk,NG,Gwak
jgo,CM,Ngomba
jhi,MY,Jehai
jhs,NP,Jhankot Sign Language
jia,CM,Jina
jib,NG,Jibu
jic,HN,Tol
jid,NG,Bu
jie,NG,Jilbe
jig,AU,Djingili
jih,CN,sTodsde
jii,SO,Jiiddu
jil,PG,Jilim
jim,CM,Jimi
jio,CN,Jiamao
jiq,CN,Lavrung
jit,TZ,Jita
jiu,CN,"Jinuo, Youle"
jiv,EC,Shuar
jiy,CN,"Jinuo, Buyuan"
jje,KR,Jejueo
jjr,NG,Bankal
jka,ID,Kaera
jkm,MM,"Karen, Mobwa"
jko,PG,Kubo
jkp,MM,"Karen, Paku"
jkr,IN,Koro
jku,NG,Labir
jle,SD,Ngile
jls,JM,Jamaican Sign Language
jma,PG,Dima
jmb,NG,Zumbun
jmc,TZ,Machame
jmd,ID,Yamdena
jmi,NG,Jimi
jml,NP,Jumli
jmn,MM,"Naga, Makuri"
jmr,GH,Kamara
jms,NG,Mashi
jmw,PG,Mouwase
jmx,MX,"Mixtec, Western Juxtlahuaca"
jna,IN,Jangshung
jnd,PK,Jandavra
jng,AU,Yangman
jni,NG,Janji
jnj,ET,Yemsa
jnl,IN,Rawat
jns,IN,Jaunsari
job,CD,Joba
jod,CI,Wojenaka
jog,PK,Jogi
jor,BO,Jorá
jos,JO,Jordanian Sign Language
jow,ML,Jowulu
jpn,JP,Japanese
jpr,IL,Dzhidi
jqr,PE,Jaqaru
jra,VN,Jarai
jrr,NG,Jiru
jrt,NG,Jorto
jru,VE,Japreria
jsl,JP,Japanese Sign Language
jua,BR,Júma
jub,NG,Wannu
jud,CI,Worodougou
juh,NG,Hõne
jui,AU,Ngadjuri
juk,NG,Wapan
jul,NP,Jirel
jum,SD,Jumjum
jun,IN,Juang
juo,NG,Jiba
jup,BR,Hupdë
jur,BR,Jurúna
jus,NP,Jumla Sign Language
juu,NG,Ju
juw,NG,Wãpha
juy,IN,Juray
jvd,ID,Javindo
jvn,SR,"Javanese, Suriname"
jwi,GH,Jwira-Pepesa
jya,CN,Jiarong
jye,IL,"Arabic, Judeo-Yemeni"
jyy,TD,Jaya
kaa,UZ,Karakalpak
kab,DZ,Kabyle
kac,MM,Jingpho
kad,NG,Adara
kae,TW,Ketangalan
kaf,CN,Katso
kag,MY,Kajaman
kah,CF,Kara
kai,NG,Karekare
kaj,NG,Jju
kak,PH,Kalanguya
kal,GL,Greenlandic
kam,KE,Kamba
kan,IN,Kannada
kao,ML,Xaasongaxango
kap,RU,Bezhta
kaq,PE,Capanahua
kas,IN,Kashmiri
kat,GE,Georgian
kav,BR,Katukína
kax,ID,Kao
kay,BR,Kamayurá
kaz,KZ,Kazakh
kba,AU,Kalarko
kbb,BR,Kaxuiâna
kbc,BR,Kadiwéu
kbd,RU,Kabardian
kbe,AU,Kanju
kbg,IN,Khamba
kbh,CO,Camsá
kbi,ID,Kaptiau
kbj,CD,Kari
kbk,PG,"Koiari, Grass"
kbl,TD,Kanembu
kbm,PG,Iwal
kbn,CF,Kare
kbo,SS,Keliko
kbp,TG,Kabiyè
kbq,PG,Kamano
kbr,ET,Kafa
kbs,GA,Kande
kbt,PG,Abadi
kbu,PK,Kabutra
kbv,ID,Dera
kbw,PG,Kaiep
kbx,PG,Ap Ma
kby,NE,"Kanuri, Manga"
kbz,NG,Duhwa
kca,RU,Khanty
kcb,PG,Kawacha
kcc,NG,Lubila
kcd,ID,"Kanum, Ngkâlmpw"
kce,NG,Kaivi
kcf,NG,Ukaan
kcg,NG,Tyap
kch,NG,Vono
kci,NG,Kamantan
kcj,GW,Kobiana
kck,ZW,Kalanga
kcl,PG,Kala
kcm,CF,Gula
kcn,UG,Nubi
kco,PG,Kinalakna
kcp,SD,Kanga
kcq,NG,Kamo
kcr,SD,Katla
kcs,NG,Koenoem
kct,PG,Kayan
kcu,TZ,Kami
kcv,CD,Kete
kcw,CD,Kabwari
kcx,ET,Kachama-Ganjule
kcy,DZ,Korandje
kcz,TZ,Konongo
kda,AU,Worimi
kdc,TZ,Kutu
kdd,AU,Yankunytjatjara
kde,TZ,Makonde
kdf,PG,Mamusi
kdg,CD,Seba
kdh,TG,Tem
kdi,UG,Kumam
kdj,UG,Ng’akarimojong
kdk,NC,Numèè
kdl,NG,Tsikimba
kdm,NG,Kagoma
kdn,ZW,Kunda
kdp,NG,Nikyob-Nindem
kdq,IN,Koch
kdr,LT,Karaim
kdt,TH,Kuy
kdu,SD,Kadaru
kdw,ID,Koneraw
kdx,NG,Kam
kdy,ID,Keijar
kdz,CM,Kwaja
kea,CV,Kabuverdianu
keb,GA,Kélé
kec,SD,Keiga
ked,TZ,Kerewe
kee,US,"Keres, Eastern"
kef,TG,Kpessi
keg,SD,Tese
keh,PG,Keak
kei,ID,Kei
kej,IN,Kadar
kek,GT,Q’eqchi’
kel,CD,Kela
kem,TL,Kemak
ken,CM,Kenyang
keo,UG,Kakwa
kep,IN,Kaikadi
keq,IN,Kamar
ker,TD,Kera
kes,NG,Kugbo
ket,RU,Ket
keu,TG,Akebu
kev,IN,Kanikkaran
kew,PG,"Kewa, West"
kex,IN,Kukna
key,IN,Kupia
kez,NG,Kukele
kfa,IN,Kodava
kfb,IN,"Kolami, Northwestern"
kfc,IN,Konda-Dora
kfd,IN,"Koraga, Korra"
kfe,IN,Kota
kff,IN,Koya
kfg,IN,Kudiya
kfh,IN,Kurichiya
kfi,IN,"Kurumba, Kannada"
kfj,CN,Kemiehua
kfk,IN,Kinnauri
kfl,CM,Kung
kfm,IR,Khunsari
kfn,CM,Kuk
kfo,CI,Koro
kfp,IN,Korwa
kfq,IN,Korku
kfr,IN,Kacchi
kfs,IN,Bilaspuri
kft,IN,Kanjari
kfu,IN,Katkari
kfv,IN,Kurmukar
kfw,IN,"Naga, Kharam"
kfx,IN,"Pahari, Kullu"
kfy,IN,Kumaoni
kfz,BF,Koromfé
kga,CI,Koyaga
kgb,ID,Kawe
kgd,LA,Kataang
kge,ID,Komering
kgf,PG,Kube
kgg,NP,Kusunda
kgi,MY,Selangor Sign Language
kgj,NP,"Kham, Gamale"
kgk,BR,Kaiwá
kgl,AU,Kunggari
kgm,BR,Karipúna
kgn,IR,Karingani
kgo,SD,Krongo
kgp,BR,Kaingang
kgq,ID,Kamoro
kgr,ID,Abun
kgs,AU,Kumbainggar
kgt,NG,Somyev
kgu,PG,Kobol
kgv,ID,Karas
kgw,ID,Karon Dori
kgx,ID,Kamaru
kgy,CN,Kyerung
kha,IN,Khasi
khb,CN,Lü
khc,ID,Tukang Besi North
khd,ID,"Kanum, Bädi"
khe,ID,Korowai
khf,LA,Khuen
khg,CN,"Tibetan, Khams"
khh,ID,Kehu
khj,NG,Kuturmi
khk,MN,"Mongolian, Halh"
khl,PG,Lusi
khm,KH,"Khmer, Central"
khn,IN,Khandesi
khp,ID,Kapauri
khq,ML,"Songhay, Koyra Chiini"
khr,IN,Kharia
khs,PG,Kasua
kht,MM,Khamti
khu,AO,Nkumbi
khv,RU,Khvarshi
khw,PK,Khowar
khx,CD,Kanu
khy,CD,Kele
khz,PG,Keapara
kia,TD,Kim
kib,SD,Koalib
kic,US,Kickapoo
kid,CM,Koshin
kie,TD,Kibet
kif,NP,"Kham, Eastern Parbate"
kig,ID,Kimaghima
kih,PG,Kilmeri
kii,US,Kitsai
kij,PG,Kilivila
kik,KE,Gikuyu
kil,NG,Kariya
kim,RU,Karagas
kin,RW,Kinyarwanda
kio,US,Kiowa
kip,NP,"Kham, Sheshi"
kiq,ID,Kosare
kir,KG,Kyrgyz
kis,PG,Kis
kit,PG,Agob
kiu,TR,"Zazaki, Northern"
kiv,TZ,Kimbu
kiw,PG,"Kiwai, Northeast"
kix,IN,"Naga, Khiamniungan"
kiy,ID,Kirikiri
kiz,TZ,Kisi
kja,ID,Mlap
kjb,GT,Q’anjob’al
kjc,ID,"Konjo, Coastal"
kjd,PG,"Kiwai, Southern"
kje,ID,Kisar
kjf,AZ,Khalaj
kjg,LA,Khmu
kjh,RU,Khakas
kji,SB,Zabana
kjj,AZ,Khinalugh
kjk,ID,"Konjo, Highland"
kjl,NP,"Kham, Western Parbate"
kjm,VN,Kháng
kjn,AU,Kunjen
kjo,IN,"Kinnauri, Pahari"
kjp,MM,"Karen, Pwo Eastern"
kjq,US,"Keres, Western"
kjr,ID,Kurudu
kjs,PG,"Kewa, East"
kjt,TH,"Karen, Phrae Pwo"
kju,US,Kashaya
kjx,PG,Ramopa
kjy,PG,Erave
kjz,BT,Bumthangkha
kka,NG,Kakanda
kkb,ID,Kwerisa
kkc,PG,Odoodee
kkd,NG,Kinuku
kke,GN,Kakabe
kkf,IN,"Monpa, Kalaktang"
kkg,PH,"Kalinga, Mabaka Valley"
kkh,MM,Khün
kki,TZ,Kagulu
kkj,CM,Kako
kkk,SB,Kokota
kkl,ID,"Yale, Kosarek"
kkm,NG,Kiong
kkn,CN,Kon Keu
kko,SD,Karko
kkp,AU,Gugubera
kkq,CD,Kaiku
kkr,NG,Kir-Balar
kks,NG,Giiwo
kkt,NP,Koi
kku,NG,Tumi
kkv,ID,Kangean
kkw,CG,Teke-Kukuya
kkx,ID,Kohin
kky,AU,Guguyimidjir
kkz,CA,Kaska
kla,US,Klamath-Modoc
klb,MX,Kiliwa
klc,CM,Kolbila
kld,AU,Gamilaraay
kle,NP,Kulung
klf,TD,Kendeje
klg,PH,Tagakaulo
klh,PG,Weliki
kli,ID,Kalumpang
klj,IR,"Khalaj, Turkic"
klk,NG,Kono
kll,PH,"Kalagan, Kagan"
klm,PG,Migum
klo,NG,Kapya
klp,PG,Kamasa
klq,PG,Rumu
klr,NP,Khaling
kls,PK,Kalasha
klt,PG,Nukna
klu,LR,Klao
klv,VU,Maskelynes
klw,ID,Lindu
klx,PG,Koluwawa
kly,ID,Kalao
klz,ID,Kabola
kma,GH,Konni
kmb,AO,Kimbundu
kmc,CN,"Dong, Southern"
kmd,PH,"Kalinga, Majukayang"
kme,CM,Bakole
kmf,PG,Kare
kmg,PG,Kâte
kmh,PG,Kalam
kmi,NG,Kami
kmj,IN,Kumarbhag Paharia
kmk,PH,"Kalinga, Limos"
kml,PH,"Kalinga, Tanudan"
kmm,IN,Kom
kmn,PG,Awtuw
kmo,PG,Kwoma
kmp,CM,Gimme
kmq,ET,Kwama
kmr,TR,"Kurdish, Northern"
kms,PG,Kamasau
kmt,ID,Kemtuik
kmu,PG,Kanite
kmv,BR,Karipuna Creole French
kmw,CD,Komo
kmx,PG,Waboda
kmy,NG,Koma
kmz,IR,Khorasani Turkish
kna,NG,Dera
knb,PH,"Kalinga, Lubuagan"
knc,NG,"Kanuri, Central"
knd,ID,Konda
kne,PH,Kankanaey
knf,GW,Mankanya
kng,CD,Koongo
kni,NG,Kanufi
knj,GT,Akateko
knk,SL,Kuranko
knl,ID,Keninjal
knm,BR,Kanamarí
knn,IN,Konkani
kno,SL,Kono
knp,CM,Kwanja
knq,MY,Kintaq
knr,PG,Kaningra
kns,MY,Kensiu
knt,BR,"Katukína, Panoan"
knu,GN,Kono
knv,PG,Tabo
knw,NA,Kung-Ekoka
knx,ID,Kendayan
kny,CD,Kanyok
knz,BF,Kalamsé
koa,PG,Konomala
koc,NG,Kpati
kod,ID,Kodi
koe,SS,Kacipo-Balesi
kof,NG,Kubi
kog,CO,Kogi
koh,CG,Koyo
koi,RU,Komi-Permyak
kol,PG,Kol
koo,UG,Konzo
kop,PG,Waube
koq,GA,Kota
kor,KR,Korean
kos,FM,Kosraean
kot,CM,Lagwan
kou,TD,Koke
kov,NG,Kudu-Camo
kow,NG,Kugama
koy,US,Koyukon
koz,PG,Korak
kpa,NG,Kutto
kpb,IN,"Kurumba, Mullu"
kpc,CO,Curripaco
kpd,ID,Koba
kpf,PG,Komba
kpg,FM,Kapingamarangi
kph,GH,Kplang
kpi,ID,Kofei
kpj,BR,Karajá
kpk,NG,Kpan
kpl,CD,Kpala
kpm,VN,Koho
kpn,BR,Kepkiriwát
kpo,TG,Ikposo
kpq,ID,Korupun-Sela
kpr,PG,Korafe-Yegha
kps,ID,Tehit
kpt,RU,Karata
kpu,ID,Kafoa
kpv,RU,Komi-Zyrian
kpw,PG,Kobon
kpx,PG,"Koiali, Mountain"
kpy,RU,Koryak
kpz,UG,Kupsapiiny
kqa,PG,Mum
kqb,PG,Kovai
kqc,PG,Doromu-Koki
kqd,IQ,Koy Sanjaq Surat
kqe,PH,Kalagan
kqf,PG,Kakabai
kqg,BF,Khe
kqh,TZ,Kisankasa
kqi,PG,Koitabu
kqj,PG,Koromira
kqk,BJ,"Gbe, Kotafon"
kql,PG,Kyenele
kqm,CI,Khisa
kqn,ZM,Kaonde
kqo,LR,"Krahn, Eastern"
kqp,TD,Kimré
kqq,BR,Krenak
kqr,MY,Kimaragang
kqs,GN,"Kissi, Northern"
kqt,MY,"Kadazan, Klias River"
kqu,ZA,Seroa
kqv,ID,Okolod
